رقم المستخدم,السنة,الشهر,العمر,تفضيلات مجالات التبرع ,الجنس
1,2024,1,9,تعليمي,ذكر
2,2024,1,10,غذائي,أنثى
3,2024,1,12,أخرى,ذكر
4,2024,1,15,ديني,أنثى
5,2024,1,15,صحي,أنثى
6,2024,1,16,أخرى,أنثى
7,2024,1,16,أخرى,ذكر
8,2024,1,16,اجتماعي,ذكر
9,2024,1,16,تعليمي,أنثى
10,2024,1,16,ديني,أنثى
11,2024,1,16,ديني,أنثى
12,2024,1,16,ديني,أنثى
13,2024,1,16,ديني,أنثى
14,2024,1,16,ديني,ذكر
15,2024,1,17,أخرى,أنثى
16,2024,1,17,أخرى,أنثى
17,2024,1,17,أخرى,أنثى
18,2024,1,17,أخرى,أنثى
19,2024,1,17,أخرى,ذكر
20,2024,1,17,اجتماعي,أنثى
21,2024,1,17,ديني,أنثى
22,2024,1,17,ديني,أنثى
23,2024,1,17,ديني,أنثى
24,2024,1,17,ديني,أنثى
25,2024,1,17,ديني,أنثى
26,2024,1,17,ديني,ذكر
27,2024,1,17,ديني,ذكر
28,2024,1,17,"ديني,صحي,تعليمي,أخرى",أنثى
29,2024,1,17,صحي,ذكر
30,2024,1,17,"صحي,تقني,بيئي,اجتماعي,سكني,تعليمي,غذائي,ديني,أخرى",أنثى
31,2024,1,17,"غذائي,سكني,صحي,ديني",أنثى
32,2024,1,18,أخرى,أنثى
33,2024,1,18,أخرى,أنثى
34,2024,1,18,أخرى,أنثى
35,2024,1,18,أخرى,ذكر
36,2024,1,18,أخرى,ذكر
37,2024,1,18,"أخرى,تقني,تعليمي,غذائي,سكني,صحي,بيئي,ديني,اجتماعي",أنثى
38,2024,1,18,اجتماعي,أنثى
39,2024,1,18,"اجتماعي,تقني,بيئي,تعليمي,غذائي,سكني,ديني,صحي",أنثى
40,2024,1,18,"بيئي,اجتماعي,ديني,صحي,سكني,غذائي,تعليمي,أخرى,تقني",ذكر
41,2024,1,18,تعليمي,أنثى
42,2024,1,18,تعليمي,أنثى
43,2024,1,18,تعليمي,أنثى
44,2024,1,18,تعليمي,أنثى
45,2024,1,18,ديني,أنثى
46,2024,1,18,ديني,أنثى
47,2024,1,18,ديني,أنثى
48,2024,1,18,ديني,أنثى
49,2024,1,18,ديني,ذكر
50,2024,1,18,ديني,ذكر
51,2024,1,18,ديني,ذكر
52,2024,1,18,"ديني,تعليمي,غذائي,أخرى",أنثى
53,2024,1,18,"ديني,غذائي",أنثى
54,2024,1,18,صحي,أنثى
55,2024,1,18,صحي,ذكر
56,2024,1,18,"صحي,تعليمي,غذائي,سكني,ديني,اجتماعي,بيئي,تقني,الاستدامة,أخرى",أنثى
57,2024,1,18,"صحي,ديني,سكني,غذائي",أنثى
58,2024,1,18,غذائي,أنثى
59,2024,1,18,غذائي,أنثى
60,2024,1,18,غذائي,أنثى
61,2024,1,18,غذائي,ذكر
62,2024,1,18,غذائي,ذكر
63,2024,1,18,غذائي,ذكر
64,2024,1,18,غذائي,ذكر
65,2024,1,18,غذائي,ذكر
66,2024,1,18,"غذائي,سكني,صحي,ديني,اجتماعي",أنثى
67,2024,1,19,أخرى,أنثى
68,2024,1,19,أخرى,ذكر
69,2024,1,19,أخرى,ذكر
70,2024,1,19,"أخرى,اجتماعي",أنثى
71,2024,1,19,"أخرى,تقني,بيئي,اجتماعي,ديني,صحي,سكني,غذائي,تعليمي",أنثى
72,2024,1,19,اجتماعي,أنثى
73,2024,1,19,اجتماعي,أنثى
74,2024,1,19,اجتماعي,ذكر
75,2024,1,19,"اجتماعي,صحي",أنثى
76,2024,1,19,تعليمي,ذكر
77,2024,1,19,"تعليمي,أخرى",ذكر
78,2024,1,19,"تعليمي,أخرى,غذائي,سكني,صحي,ديني,اجتماعي,بيئي,تقني",ذكر
79,2024,1,19,"تعليمي,ديني,اجتماعي,صحي,غذائي,سكني,تقني,بيئي",أنثى
80,2024,1,19,"تعليمي,غذائي,سكني,صحي,ديني,اجتماعي",ذكر
81,2024,1,19,ديني,أنثى
82,2024,1,19,ديني,أنثى
83,2024,1,19,ديني,أنثى
84,2024,1,19,ديني,أنثى
85,2024,1,19,ديني,أنثى
86,2024,1,19,ديني,أنثى
87,2024,1,19,ديني,أنثى
88,2024,1,19,ديني,ذكر
89,2024,1,19,ديني,ذكر
90,2024,1,19,ديني,ذكر
91,2024,1,19,ديني,ذكر
92,2024,1,19,"ديني,اجتماعي",ذكر
93,2024,1,19,"ديني,تعليمي",أنثى
94,2024,1,19,"ديني,تعليمي,غذائي,صحي",أنثى
95,2024,1,19,"ديني,صحي,اجتماعي,أخرى",أنثى
96,2024,1,19,"سكني,ديني,صحي",أنثى
97,2024,1,19,صحي,أنثى
98,2024,1,19,صحي,أنثى
99,2024,1,19,"صحي,أخرى,تعليمي",أنثى
100,2024,1,19,"صحي,سكني",أنثى
101,2024,1,19,غذائي,أنثى
102,2024,1,19,غذائي,أنثى
103,2024,1,19,غذائي,أنثى
104,2024,1,19,غذائي,أنثى
105,2024,1,19,غذائي,أنثى
106,2024,1,19,غذائي,أنثى
107,2024,1,19,غذائي,ذكر
108,2024,1,19,غذائي,ذكر
109,2024,1,20,أخرى,أنثى
110,2024,1,20,أخرى,أنثى
111,2024,1,20,أخرى,أنثى
112,2024,1,20,أخرى,أنثى
113,2024,1,20,أخرى,أنثى
114,2024,1,20,أخرى,أنثى
115,2024,1,20,أخرى,أنثى
116,2024,1,20,أخرى,أنثى
117,2024,1,20,أخرى,أنثى
118,2024,1,20,أخرى,أنثى
119,2024,1,20,أخرى,أنثى
120,2024,1,20,أخرى,أنثى
121,2024,1,20,أخرى,ذكر
122,2024,1,20,أخرى,ذكر
123,2024,1,20,"أخرى,بيئي,صحي",أنثى
124,2024,1,20,تعليمي,أنثى
125,2024,1,20,تعليمي,ذكر
126,2024,1,20,"تقني,غذائي,صحي",أنثى
127,2024,1,20,ديني,أنثى
128,2024,1,20,ديني,أنثى
129,2024,1,20,ديني,أنثى
130,2024,1,20,ديني,ذكر
131,2024,1,20,ديني,ذكر
132,2024,1,20,ديني,ذكر
133,2024,1,20,"ديني,اجتماعي,سكني,تعليمي,غذائي,صحي",أنثى
134,2024,1,20,"ديني,تعليمي,اجتماعي,تقني,صحي",ذكر
135,2024,1,20,"ديني,تعليمي,غذائي,سكني,صحي,تقني,اجتماعي",ذكر
136,2024,1,20,"ديني,تقني,الاستدامة,تعليمي,سكني,بيئي,اجتماعي,صحي,غذائي",ذكر
137,2024,1,20,"ديني,صحي",ذكر
138,2024,1,20,"ديني,صحي,تعليمي,بيئي",أنثى
139,2024,1,20,سكني,ذكر
140,2024,1,20,صحي,أنثى
141,2024,1,20,صحي,أنثى
142,2024,1,20,صحي,أنثى
143,2024,1,20,صحي,أنثى
144,2024,1,20,صحي,ذكر
145,2024,1,20,"صحي,اجتماعي,الاستدامة",أنثى
146,2024,1,20,"صحي,سكني,اجتماعي,غذائي",أنثى
147,2024,1,20,غذائي,أنثى
148,2024,1,20,غذائي,أنثى
149,2024,1,20,غذائي,أنثى
150,2024,1,20,غذائي,أنثى
151,2024,1,20,غذائي,ذكر
152,2024,1,20,غذائي,ذكر
153,2024,1,20,"غذائي,اجتماعي,صحي,ديني",أنثى
154,2024,1,20,"غذائي,ديني",ذكر
155,2024,1,20,"غذائي,صحي,اجتماعي",أنثى
156,2024,1,21,أخرى,أنثى
157,2024,1,21,أخرى,أنثى
158,2024,1,21,أخرى,أنثى
159,2024,1,21,أخرى,أنثى
160,2024,1,21,أخرى,ذكر
161,2024,1,21,"أخرى,تقني,بيئي,اجتماعي,ديني,صحي,سكني,غذائي,تعليمي",أنثى
162,2024,1,21,"أخرى,ديني,غذائي",أنثى
163,2024,1,21,"اجتماعي,ديني,غذائي,صحي,تقني,أخرى,سكني,بيئي,تعليمي",أنثى
164,2024,1,21,بيئي,ذكر
165,2024,1,21,تعليمي,أنثى
166,2024,1,21,"تعليمي,أخرى,تقني,بيئي,اجتماعي,ديني,صحي,غذائي,سكني",ذكر
167,2024,1,21,"تعليمي,سكني",ذكر
168,2024,1,21,"تعليمي,سكني,صحي,ديني,اجتماعي,أخرى,بيئي,غذائي",أنثى
169,2024,1,21,"تعليمي,غذائي",أنثى
170,2024,1,21,"تعليمي,غذائي,صحي",ذكر
171,2024,1,21,ديني,أنثى
172,2024,1,21,ديني,أنثى
173,2024,1,21,ديني,أنثى
174,2024,1,21,ديني,أنثى
175,2024,1,21,ديني,ذكر
176,2024,1,21,ديني,ذكر
177,2024,1,21,"ديني,صحي,اجتماعي",أنثى
178,2024,1,21,"ديني,صحي,اجتماعي",أنثى
179,2024,1,21,"ديني,غذائي",ذكر
180,2024,1,21,"ديني,غذائي,تعليمي,اجتماعي,صحي,بيئي",أنثى
181,2024,1,21,"ديني,غذائي,صحي,تعليمي,سكني,اجتماعي,بيئي,أخرى",أنثى
182,2024,1,21,سكني,أنثى
183,2024,1,21,سكني,أنثى
184,2024,1,21,"سكني,غذائي,تعليمي",أنثى
185,2024,1,21,"سكني,غذائي,ديني",ذكر
186,2024,1,21,صحي,أنثى
187,2024,1,21,صحي,أنثى
188,2024,1,21,صحي,أنثى
189,2024,1,21,صحي,ذكر
190,2024,1,21,صحي,ذكر
191,2024,1,21,صحي,ذكر
192,2024,1,21,صحي,ذكر
193,2024,1,21,صحي,ذكر
194,2024,1,21,"صحي,بيئي,تعليمي,ديني,اجتماعي,سكني,غذائي,تقني,أخرى",أنثى
195,2024,1,21,"صحي,ديني",أنثى
196,2024,1,21,"صحي,ديني,اجتماعي",أنثى
197,2024,1,21,"صحي,ديني,اجتماعي,بيئي",أنثى
198,2024,1,21,"صحي,ديني,غذائي",أنثى
199,2024,1,21,"صحي,سكني,غذائي,ديني,اجتماعي",أنثى
200,2024,1,21,"صحي,غذائي,ديني,أخرى",أنثى
201,2024,1,21,غذائي,أنثى
202,2024,1,21,غذائي,أنثى
203,2024,1,21,غذائي,أنثى
204,2024,1,21,غذائي,أنثى
205,2024,1,21,غذائي,أنثى
206,2024,1,21,غذائي,ذكر
207,2024,1,21,غذائي,ذكر
208,2024,1,21,"غذائي,تعليمي,سكني,صحي,ديني,اجتماعي,بيئي,تقني",أنثى
209,2024,1,21,"غذائي,سكني,بيئي,صحي",أنثى
210,2024,1,21,"غذائي,صحي,ديني,اجتماعي",أنثى
211,2024,1,21,"مصاريف تشغيلية,غذائي,تعليمي",ذكر
212,2024,1,22,أخرى,أنثى
213,2024,1,22,أخرى,أنثى
214,2024,1,22,أخرى,أنثى
215,2024,1,22,أخرى,ذكر
216,2024,1,22,أخرى,ذكر
217,2024,1,22,أخرى,ذكر
218,2024,1,22,اجتماعي,أنثى
219,2024,1,22,اجتماعي,ذكر
220,2024,1,22,اجتماعي,ذكر
221,2024,1,22,"اجتماعي,بيئي,صحي,ديني",أنثى
222,2024,1,22,"تعليمي,سكني,صحي,غذائي,اجتماعي,ديني,تقني,بيئي",ذكر
223,2024,1,22,"تعليمي,غذائي,سكني,صحي,ديني,اجتماعي",أنثى
224,2024,1,22,ديني,أنثى
225,2024,1,22,ديني,أنثى
226,2024,1,22,ديني,أنثى
227,2024,1,22,ديني,ذكر
228,2024,1,22,ديني,ذكر
229,2024,1,22,ديني,ذكر
230,2024,1,22,ديني,ذكر
231,2024,1,22,"ديني,أخرى,اجتماعي,سكني,تعليمي,غذائي,صحي",أنثى
232,2024,1,22,"ديني,اجتماعي",أنثى
233,2024,1,22,سكني,ذكر
234,2024,1,22,سكني,ذكر
235,2024,1,22,"سكني,غذائي",أنثى
236,2024,1,22,صحي,أنثى
237,2024,1,22,"صحي,سكني,غذائي,اجتماعي,تعليمي,ديني,بيئي",أنثى
238,2024,1,22,"صحي,غذائي",ذكر
239,2024,1,22,غذائي,أنثى
240,2024,1,22,غذائي,أنثى
241,2024,1,22,غذائي,أنثى
242,2024,1,22,غذائي,أنثى
243,2024,1,22,غذائي,أنثى
244,2024,1,22,"غذائي,اجتماعي,ديني",أنثى
245,2024,1,22,"غذائي,بيئي,صحي",أنثى
246,2024,1,22,"غذائي,ديني",أنثى
247,2024,1,22,"غذائي,ديني,صحي",ذكر
248,2024,1,23,أخرى,أنثى
249,2024,1,23,أخرى,أنثى
250,2024,1,23,أخرى,أنثى
251,2024,1,23,أخرى,أنثى
252,2024,1,23,أخرى,أنثى
253,2024,1,23,أخرى,ذكر
254,2024,1,23,أخرى,ذكر
255,2024,1,23,"أخرى,تقني,بيئي,اجتماعي,ديني,صحي,سكني,غذائي,تعليمي",أنثى
256,2024,1,23,"أخرى,تقني,بيئي,اجتماعي,ديني,صحي,سكني,غذائي,تعليمي",أنثى
257,2024,1,23,"أخرى,تقني,بيئي,اجتماعي,صحي,سكني,تعليمي,غذائي,ديني",ذكر
258,2024,1,23,"أخرى,ديني",أنثى
259,2024,1,23,اجتماعي,أنثى
260,2024,1,23,اجتماعي,أنثى
261,2024,1,23,اجتماعي,أنثى
262,2024,1,23,اجتماعي,أنثى
263,2024,1,23,اجتماعي,أنثى
264,2024,1,23,"اجتماعي,ديني,تعليمي",أنثى
265,2024,1,23,"اجتماعي,ديني,غذائي,سكني",أنثى
266,2024,1,23,بيئي,أنثى
267,2024,1,23,"بيئي,الاستدامة,تقني,صحي,اجتماعي,غذائي,سكني,تعليمي,ديني",أنثى
268,2024,1,23,"بيئي,غذائي,اجتماعي",أنثى
269,2024,1,23,تعليمي,أنثى
270,2024,1,23,تعليمي,أنثى
271,2024,1,23,"تعليمي,صحي",أنثى
272,2024,1,23,"تعليمي,صحي,ديني,غذائي,اجتماعي,سكني,تقني,بيئي,مصاريف تشغيلية,أخرى",أنثى
273,2024,1,23,"تعليمي,غذائي,صحي,اجتماعي,بيئي,سكني,ديني,تقني",ذكر
274,2024,1,23,"ديني,اجتماعي",ذكر
275,2024,1,23,"ديني,تعليمي,غذائي,صحي,اجتماعي,بيئي,تقني,مصاريف تشغيلية",أنثى
276,2024,1,23,"ديني,صحي,سكني",أنثى
277,2024,1,23,"ديني,غذائي,تقني,تعليمي",أنثى
278,2024,1,23,سكني,ذكر
279,2024,1,23,"سكني,صحي,ديني,بيئي,اجتماعي",أنثى
280,2024,1,23,صحي,أنثى
281,2024,1,23,صحي,ذكر
282,2024,1,23,"صحي,ديني,اجتماعي",أنثى
283,2024,1,23,غذائي,أنثى
284,2024,1,23,غذائي,أنثى
285,2024,1,23,غذائي,ذكر
286,2024,1,23,غذائي,ذكر
287,2024,1,23,غذائي,ذكر
288,2024,1,23,غذائي,ذكر
289,2024,1,23,غذائي,ذكر
290,2024,1,23,غذائي,ذكر
291,2024,1,23,"غذائي,ديني,تقني,أخرى",ذكر
292,2024,1,23,"غذائي,سكني,ديني,اجتماعي",ذكر
293,2024,1,23,"غذائي,سكني,صحي,أخرى",أنثى
294,2024,1,24,أخرى,أنثى
295,2024,1,24,أخرى,أنثى
296,2024,1,24,أخرى,ذكر
297,2024,1,24,أخرى,ذكر
298,2024,1,24,اجتماعي,أنثى
299,2024,1,24,اجتماعي,ذكر
300,2024,1,24,اجتماعي,ذكر
301,2024,1,24,"تعليمي,غذائي,سكني,صحي,ديني,اجتماعي,بيئي,تقني",أنثى
302,2024,1,24,"تعليمي,غذائي,صحي,ديني",أنثى
303,2024,1,24,ديني,أنثى
304,2024,1,24,ديني,ذكر
305,2024,1,24,ديني,ذكر
306,2024,1,24,ديني,ذكر
307,2024,1,24,"ديني,تعليمي,أخرى,غذائي,سكني,تقني,بيئي,اجتماعي,صحي",ذكر
308,2024,1,24,"ديني,صحي,اجتماعي,تعليمي,غذائي",أنثى
309,2024,1,24,صحي,أنثى
310,2024,1,24,"صحي,ديني,اجتماعي",أنثى
311,2024,1,24,"صحي,ديني,اجتماعي",أنثى
312,2024,1,24,"صحي,سكني,غذائي",أنثى
313,2024,1,24,"صحي,غذائي,اجتماعي",أنثى
314,2024,1,24,غذائي,أنثى
315,2024,1,24,غذائي,أنثى
316,2024,1,24,غذائي,ذكر
317,2024,1,25,أخرى,أنثى
318,2024,1,25,أخرى,أنثى
319,2024,1,25,أخرى,أنثى
320,2024,1,25,أخرى,أنثى
321,2024,1,25,أخرى,أنثى
322,2024,1,25,أخرى,أنثى
323,2024,1,25,أخرى,ذكر
324,2024,1,25,أخرى,ذكر
325,2024,1,25,أخرى,ذكر
326,2024,1,25,اجتماعي,ذكر
327,2024,1,25,اجتماعي,ذكر
328,2024,1,25,"اجتماعي,ديني",أنثى
329,2024,1,25,بيئي,أنثى
330,2024,1,25,تعليمي,ذكر
331,2024,1,25,تعليمي,ذكر
332,2024,1,25,"تعليمي,غذائي,سكني,صحي,ديني,اجتماعي,بيئي,تقني,أخرى",ذكر
333,2024,1,25,ديني,ذكر
334,2024,1,25,ديني,ذكر
335,2024,1,25,ديني,ذكر
336,2024,1,25,"ديني,اجتماعي,غذائي",أنثى
337,2024,1,25,"ديني,غذائي,اجتماعي,صحي,سكني,أخرى",ذكر
338,2024,1,25,صحي,أنثى
339,2024,1,25,صحي,أنثى
340,2024,1,25,صحي,أنثى
341,2024,1,25,"صحي,اجتماعي,ديني,سكني,تعليمي",أنثى
342,2024,1,25,"صحي,تعليمي,بيئي,ديني",أنثى
343,2024,1,25,"صحي,ديني",أنثى
344,2024,1,25,"صحي,ديني,اجتماعي,تعليمي,سكني,بيئي",أنثى
345,2024,1,25,غذائي,أنثى
346,2024,1,25,غذائي,أنثى
347,2024,1,25,غذائي,ذكر
348,2024,1,25,"غذائي,اجتماعي",أنثى
349,2024,1,26,أخرى,أنثى
350,2024,1,26,أخرى,ذكر
351,2024,1,26,أخرى,ذكر
352,2024,1,26,"أخرى,ديني",أنثى
353,2024,1,26,"أخرى,صحي,اجتماعي,الاستدامة,غذائي,سكني",ذكر
354,2024,1,26,اجتماعي,أنثى
355,2024,1,26,اجتماعي,ذكر
356,2024,1,26,اجتماعي,ذكر
357,2024,1,26,"بيئي,تقني,اجتماعي,سكني,تعليمي,غذائي,ديني",أنثى
358,2024,1,26,"تعليمي,غذائي,سكني,صحي,ديني",ذكر
359,2024,1,26,"تعليمي,غذائي,سكني,صحي,ديني,اجتماعي,بيئي,تقني",ذكر
360,2024,1,26,ديني,أنثى
361,2024,1,26,ديني,أنثى
362,2024,1,26,ديني,أنثى
363,2024,1,26,ديني,ذكر
364,2024,1,26,"ديني,اجتماعي,تقني,بيئي,صحي,سكني,تعليمي,غذائي",ذكر
365,2024,1,26,"ديني,اجتماعي,سكني",ذكر
366,2024,1,26,"ديني,سكني,أخرى",ذكر
367,2024,1,26,"ديني,صحي,غذائي",أنثى
368,2024,1,26,"ديني,غذائي",ذكر
369,2024,1,26,سكني,أنثى
370,2024,1,26,"سكني,تعليمي,غذائي,اجتماعي,ديني",أنثى
371,2024,1,26,صحي,أنثى
372,2024,1,26,صحي,ذكر
373,2024,1,26,"صحي,أخرى",أنثى
374,2024,1,26,غذائي,أنثى
375,2024,1,27,أخرى,أنثى
376,2024,1,27,أخرى,ذكر
377,2024,1,27,أخرى,ذكر
378,2024,1,27,أخرى,ذكر
379,2024,1,27,أخرى,ذكر
380,2024,1,27,اجتماعي,أنثى
381,2024,1,27,اجتماعي,ذكر
382,2024,1,27,اجتماعي,ذكر
383,2024,1,27,اجتماعي,ذكر
384,2024,1,27,"اجتماعي,ديني",ذكر
385,2024,1,27,"اجتماعي,صحي,سكني,غذائي,تعليمي",أنثى
386,2024,1,27,"اجتماعي,غذائي,صحي",أنثى
387,2024,1,27,ديني,أنثى
388,2024,1,27,ديني,أنثى
389,2024,1,27,ديني,أنثى
390,2024,1,27,ديني,ذكر
391,2024,1,27,ديني,ذكر
392,2024,1,27,ديني,ذكر
393,2024,1,27,ديني,ذكر
394,2024,1,27,سكني,أنثى
395,2024,1,27,سكني,ذكر
396,2024,1,27,"صحي,ديني,اجتماعي",أنثى
397,2024,1,27,"صحي,غذائي,ديني",ذكر
398,2024,1,27,غذائي,أنثى
399,2024,1,27,غذائي,أنثى
400,2024,1,27,غذائي,أنثى
401,2024,1,27,"غذائي,ديني,اجتماعي",أنثى
402,2024,1,27,"غذائي,سكني,اجتماعي,صحي",أنثى
403,2024,1,27,"غذائي,صحي",ذكر
404,2024,1,28,أخرى,أنثى
405,2024,1,28,أخرى,أنثى
406,2024,1,28,أخرى,أنثى
407,2024,1,28,أخرى,ذكر
408,2024,1,28,أخرى,ذكر
409,2024,1,28,أخرى,ذكر
410,2024,1,28,أخرى,ذكر
411,2024,1,28,أخرى,ذكر
412,2024,1,28,"أخرى,سكني,تعليمي",أنثى
413,2024,1,28,"أخرى,غذائي,ديني",ذكر
414,2024,1,28,اجتماعي,أنثى
415,2024,1,28,اجتماعي,ذكر
416,2024,1,28,اجتماعي,ذكر
417,2024,1,28,اجتماعي,ذكر
418,2024,1,28,اجتماعي,ذكر
419,2024,1,28,"اجتماعي,تعليمي,سكني,صحي,ديني,بيئي,تقني,أخرى",أنثى
420,2024,1,28,ديني,أنثى
421,2024,1,28,ديني,أنثى
422,2024,1,28,ديني,ذكر
423,2024,1,28,ديني,ذكر
424,2024,1,28,ديني,ذكر
425,2024,1,28,"ديني,أخرى,سكني",ذكر
426,2024,1,28,"ديني,صحي,سكني,غذائي,تعليمي,اجتماعي,بيئي,تقني",ذكر
427,2024,1,28,"ديني,غذائي,سكني,صحي",أنثى
428,2024,1,28,صحي,أنثى
429,2024,1,28,صحي,ذكر
430,2024,1,28,صحي,ذكر
431,2024,1,28,صحي,ذكر
432,2024,1,28,صحي,ذكر
433,2024,1,28,"صحي,بيئي,سكني",أنثى
434,2024,1,28,غذائي,أنثى
435,2024,1,28,غذائي,أنثى
436,2024,1,28,غذائي,ذكر
437,2024,1,28,"غذائي,اجتماعي,صحي,ديني,بيئي",ذكر
438,2024,1,28,"غذائي,تعليمي,صحي,اجتماعي,سكني,ديني,بيئي,تقني,الاستدامة",ذكر
439,2024,1,28,"غذائي,سكني,صحي,أخرى",ذكر
440,2024,1,29,أخرى,أنثى
441,2024,1,29,أخرى,أنثى
442,2024,1,29,أخرى,ذكر
443,2024,1,29,"أخرى,اجتماعي",ذكر
444,2024,1,29,"أخرى,الاستدامة,تقني,بيئي,ديني,اجتماعي,غذائي,صحي,سكني,تعليمي",ذكر
445,2024,1,29,اجتماعي,أنثى
446,2024,1,29,اجتماعي,ذكر
447,2024,1,29,اجتماعي,ذكر
448,2024,1,29,اجتماعي,ذكر
449,2024,1,29,"تعليمي,سكني,ديني",أنثى
450,2024,1,29,ديني,أنثى
451,2024,1,29,ديني,أنثى
452,2024,1,29,ديني,ذكر
453,2024,1,29,"ديني,صحي",ذكر
454,2024,1,29,"ديني,صحي,غذائي",أنثى
455,2024,1,29,"ديني,غذائي",ذكر
456,2024,1,29,"ديني,غذائي,اجتماعي,صحي",ذكر
457,2024,1,29,"صحي,ديني,اجتماعي,تعليمي,سكني",ذكر
458,2024,1,29,"صحي,غذائي",ذكر
459,2024,1,29,"غذائي,سكني,صحي,ديني",أنثى
460,2024,1,30,أخرى,أنثى
461,2024,1,30,أخرى,أنثى
462,2024,1,30,أخرى,أنثى
463,2024,1,30,أخرى,أنثى
464,2024,1,30,أخرى,أنثى
465,2024,1,30,أخرى,أنثى
466,2024,1,30,أخرى,ذكر
467,2024,1,30,أخرى,ذكر
468,2024,1,30,أخرى,ذكر
469,2024,1,30,أخرى,ذكر
470,2024,1,30,أخرى,ذكر
471,2024,1,30,أخرى,ذكر
472,2024,1,30,اجتماعي,أنثى
473,2024,1,30,اجتماعي,أنثى
474,2024,1,30,اجتماعي,أنثى
475,2024,1,30,اجتماعي,ذكر
476,2024,1,30,اجتماعي,ذكر
477,2024,1,30,"اجتماعي,ديني,تعليمي",ذكر
478,2024,1,30,"اجتماعي,صحي,سكني,غذائي",أنثى
479,2024,1,30,تعليمي,أنثى
480,2024,1,30,"تعليمي,تقني,غذائي,سكني,صحي,بيئي,اجتماعي,ديني",ذكر
481,2024,1,30,"تعليمي,صحي,ديني",أنثى
482,2024,1,30,"تعليمي,غذائي",ذكر
483,2024,1,30,"تعليمي,غذائي,سكني,صحي,أخرى",أنثى
484,2024,1,30,"تعليمي,غذائي,سكني,صحي,ديني",أنثى
485,2024,1,30,ديني,ذكر
486,2024,1,30,صحي,أنثى
487,2024,1,30,صحي,ذكر
488,2024,1,30,"صحي,ديني,أخرى",أنثى
489,2024,1,30,غذائي,أنثى
490,2024,1,30,غذائي,أنثى
491,2024,1,30,"غذائي,اجتماعي",ذكر
492,2024,1,30,"غذائي,ديني",ذكر
493,2024,1,31,أخرى,أنثى
494,2024,1,31,أخرى,أنثى
495,2024,1,31,أخرى,ذكر
496,2024,1,31,أخرى,ذكر
497,2024,1,31,"أخرى,اجتماعي,غذائي,سكني",أنثى
498,2024,1,31,"أخرى,تقني,بيئي,اجتماعي,ديني,صحي,سكني,غذائي,تعليمي",ذكر
499,2024,1,31,اجتماعي,أنثى
500,2024,1,31,اجتماعي,أنثى
501,2024,1,31,اجتماعي,ذكر
502,2024,1,31,اجتماعي,ذكر
503,2024,1,31,"اجتماعي,أخرى",ذكر
504,2024,1,31,"اجتماعي,ديني,صحي,غذائي,تعليمي",أنثى
505,2024,1,31,تعليمي,ذكر
506,2024,1,31,ديني,أنثى
507,2024,1,31,ديني,أنثى
508,2024,1,31,ديني,أنثى
509,2024,1,31,ديني,ذكر
510,2024,1,31,ديني,ذكر
511,2024,1,31,"ديني,اجتماعي",ذكر
512,2024,1,31,سكني,ذكر
513,2024,1,31,صحي,ذكر
514,2024,1,32,أخرى,أنثى
515,2024,1,32,أخرى,أنثى
516,2024,1,32,أخرى,أنثى
517,2024,1,32,أخرى,أنثى
518,2024,1,32,أخرى,أنثى
519,2024,1,32,أخرى,أنثى
520,2024,1,32,أخرى,ذكر
521,2024,1,32,أخرى,ذكر
522,2024,1,32,"أخرى,اجتماعي",ذكر
523,2024,1,32,اجتماعي,أنثى
524,2024,1,32,اجتماعي,ذكر
525,2024,1,32,"اجتماعي,صحي,غذائي,ديني",أنثى
526,2024,1,32,"الاستدامة,بيئي,تعليمي,اجتماعي,ديني,صحي,سكني,غذائي",ذكر
527,2024,1,32,"تعليمي,سكني,اجتماعي",ذكر
528,2024,1,32,ديني,أنثى
529,2024,1,32,ديني,أنثى
530,2024,1,32,ديني,ذكر
531,2024,1,32,"سكني,اجتماعي",أنثى
532,2024,1,32,صحي,أنثى
533,2024,1,32,"صحي,غذائي,تعليمي",أنثى
534,2024,1,32,غذائي,أنثى
535,2024,1,32,غذائي,أنثى
536,2024,1,32,"غذائي,ديني,سكني,تعليمي",ذكر
537,2024,1,33,أخرى,أنثى
538,2024,1,33,أخرى,أنثى
539,2024,1,33,أخرى,أنثى
540,2024,1,33,أخرى,أنثى
541,2024,1,33,أخرى,ذكر
542,2024,1,33,أخرى,ذكر
543,2024,1,33,أخرى,ذكر
544,2024,1,33,أخرى,ذكر
545,2024,1,33,"أخرى,سكني,غذائي,اجتماعي,ديني,صحي,تعليمي",ذكر
546,2024,1,33,اجتماعي,أنثى
547,2024,1,33,اجتماعي,ذكر
548,2024,1,33,"اجتماعي,بيئي,تقني,الاستدامة,أخرى,صحي,سكني,غذائي,تعليمي,ديني",ذكر
549,2024,1,33,"اجتماعي,صحي,سكني,غذائي",أنثى
550,2024,1,33,"بيئي,اجتماعي,صحي,سكني,تعليمي",أنثى
551,2024,1,33,"تعليمي,صحي,سكني,ديني,اجتماعي",ذكر
552,2024,1,33,"تعليمي,غذائي,سكني,صحي,ديني,اجتماعي",أنثى
553,2024,1,33,ديني,ذكر
554,2024,1,33,سكني,ذكر
555,2024,1,33,صحي,أنثى
556,2024,1,33,صحي,ذكر
557,2024,1,33,غذائي,أنثى
558,2024,1,33,غذائي,أنثى
559,2024,1,33,"غذائي,ديني,اجتماعي",ذكر
